,class,Fp1_delta,Fp1_theta,Fp1_alpha,Fp1_beta,Fp1_gamma,Fp2_delta,Fp2_theta,Fp2_alpha,Fp2_beta,Fp2_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,mean_rr,sdnn,cv,rmssd,pnn50,mean_ppg_amplitude,temperament
0,0,486.90702027821646,81.14720880586064,35.181475171485495,18.719793229075044,0.1781240191974319,294.1574164871141,53.545411632768435,23.200173185534045,12.674980423261355,0.12417584191759184,112.65808805453408,58.625712223574,28.83588250501446,14.552057746503005,0.12608412965600688,97.18362639796685,47.046438738280855,28.15115909621789,30.915028395920487,0.44945742097337965,761.948717948718,62.4406871055071,0.08194867401786166,51.479173100953496,0.15789473684210525,3.2838203056790207,0
1,0,728.4355734317751,97.0862000272464,33.53813016876315,19.170080875650036,0.15249174271018773,439.2898527597386,60.58631726182648,22.986360359249964,13.455536138241069,0.10791604845151676,139.71759939632523,51.80846340969857,28.168950900410785,14.472528433998086,0.13021780632680835,112.40959568733487,40.47329169229028,29.911491774205633,29.485269673657903,0.4259835518156415,765.8947368421051,55.82007266289659,0.07288217293808655,38.117882587743736,0.1891891891891892,3.403059216289096,0
2,0,1425.0426329389527,96.64980328852731,41.01535431160714,17.05214216896882,0.16510702546712752,865.4489921491096,61.02415369847832,27.830248353199593,11.549064160670472,0.11582546549669204,122.83214573909055,35.650954595986654,30.00684510092216,12.888559706928957,0.1206572926527044,93.64836606966718,27.237012734444683,35.042088156480375,25.854517640785286,0.46423279798832456,795.2432432432433,91.4176634419696,0.11495559908078012,54.970699265862024,0.25,3.2324175454885538,0
3,0,855.3109277628389,80.93715490066921,40.779031698821214,17.990717558006676,0.15394411910203,524.4300439322578,52.00359726851258,27.572317468316257,12.221520359670775,0.10683735623212895,101.63244548630868,44.58499876025431,31.04093002122567,12.835003701301684,0.12269919736212724,86.51506709174667,33.0643651952677,34.6951027664721,26.521513965901317,0.4703797889135995,805.2222222222222,103.32006059151796,0.1283124803813525,60.5725067289494,0.34285714285714286,3.424479382884006,0
4,0,586.8727241066097,80.09709030845903,35.80275916665196,18.86390856352896,0.15058039057014921,385.74839618808005,53.99858095448188,25.468223563244948,13.278659990552155,0.10569601984916445,133.55033505220587,51.323107045254794,26.553252731392057,15.221464777829675,0.13779579132229303,103.84247152322149,37.70029383075619,33.804590040325316,28.71725291006958,0.5315894442529966,777.1578947368421,79.11897517843563,0.1018055349038519,44.38163730339017,0.32432432432432434,3.6959587142614065,0
5,0,2161.831722070682,153.23626196532828,46.569757457855204,21.763917695568214,0.15687472113178227,1261.2943240551292,97.6037646794666,31.68479093554479,14.91817619161748,0.11163440537424266,202.10277180557821,61.202151319110214,33.42065470008353,17.958069756002253,0.15777859389968535,150.77799953008122,49.62365873818733,41.50628957080741,34.33438767970702,0.587485124186124,747.6923076923076,61.21152017740704,0.08186725949653205,38.67271580026842,0.18421052631578946,2.6615266342635637,0
6,0,3487.6238901143847,220.0039190119067,45.37060877711647,22.835656451060157,0.20002394147733668,2056.611974101904,136.47387377227454,31.41815281410093,15.730291427417548,0.13877001529729766,245.96515629783286,57.840708055588465,25.993588051842877,17.609464092284462,0.16363379556520918,209.68704476916005,47.466740534040696,37.63365170325518,33.72937779189511,0.5636274072693486,745.1282051282053,57.94333869674011,0.07776291153382188,37.65214748890562,0.15789473684210525,2.0811041357282605,0
7,0,2516.3223930151203,273.02247109478236,66.88490651426757,26.348671355434746,0.19253588688165135,1486.353837206207,179.34268109717243,44.065203148123445,18.457075863549935,0.1569590975426427,214.30903048084255,52.727806090937825,35.90574629685322,24.46794116980953,0.2753521985718919,183.47740089412116,46.33016912516014,58.53802457135747,48.14951831317241,0.91612063261961,749.4358974358977,41.62476165368383,0.0555414569759706,31.662695965274843,0.13157894736842105,2.7311499215373205,0
8,0,2854.5586620931317,325.34646688347436,73.97085590940505,30.525961450269392,0.20539191300125,1708.824945080039,209.12165436234818,49.7470373333943,22.448131091172925,0.19238657828227562,232.97386930959968,59.04933316071283,41.05443844637687,27.41092809395259,0.36403920273480483,206.4395829400037,57.64659172464587,58.6636401280988,62.42134160132648,1.215803685680584,736.9,50.9639389855523,0.06915991177303882,33.862466931202135,0.1282051282051282,3.039311119602234,0
9,0,2937.9048410418663,276.26944254650687,64.53480171214021,30.954041809529127,0.18913652369596826,1770.6286525691223,172.39257096455435,46.2310922113065,23.62754676769351,0.18239303561768805,203.1994005695928,65.96436733951776,46.048914491754516,31.176502116323416,0.42609241546619553,200.51462059685772,62.0613619212163,60.062788359525946,62.08760683962797,1.3538175942434747,732.0,56.75679107678068,0.0775365998316676,39.60833893033962,0.1794871794871795,3.188108186734557,0
